video,frame,frame_number,intensity,label_source
1000026870_NoPain_man_Young,frame_000108.jpg,108,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000109.jpg,109,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000110.jpg,110,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000111.jpg,111,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000112.jpg,112,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000113.jpg,113,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000114.jpg,114,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000115.jpg,115,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000116.jpg,116,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000117.jpg,117,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000118.jpg,118,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000119.jpg,119,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000120.jpg,120,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000121.jpg,121,0.0000,non_pain_expression
1000026870_NoPain_man_Young,frame_000122.jpg,122,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000001.jpg,1,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000002.jpg,2,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000003.jpg,3,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000004.jpg,4,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000005.jpg,5,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000006.jpg,6,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000007.jpg,7,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000008.jpg,8,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000009.jpg,9,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000010.jpg,10,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000011.jpg,11,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000012.jpg,12,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000013.jpg,13,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000014.jpg,14,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000015.jpg,15,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000016.jpg,16,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000017.jpg,17,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000018.jpg,18,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000019.jpg,19,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000020.jpg,20,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000021.jpg,21,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000022.jpg,22,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000023.jpg,23,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000024.jpg,24,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000025.jpg,25,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000026.jpg,26,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000027.jpg,27,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000028.jpg,28,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000029.jpg,29,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000030.jpg,30,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000031.jpg,31,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000032.jpg,32,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000033.jpg,33,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000034.jpg,34,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000035.jpg,35,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000036.jpg,36,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000037.jpg,37,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000038.jpg,38,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000039.jpg,39,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000040.jpg,40,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000041.jpg,41,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000042.jpg,42,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000043.jpg,43,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000044.jpg,44,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000045.jpg,45,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000046.jpg,46,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000047.jpg,47,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000048.jpg,48,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000049.jpg,49,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000050.jpg,50,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000051.jpg,51,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000052.jpg,52,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000053.jpg,53,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000054.jpg,54,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000055.jpg,55,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000056.jpg,56,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000057.jpg,57,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000058.jpg,58,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000059.jpg,59,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000060.jpg,60,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000061.jpg,61,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000062.jpg,62,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000063.jpg,63,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000064.jpg,64,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000065.jpg,65,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000066.jpg,66,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000067.jpg,67,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000068.jpg,68,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000069.jpg,69,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000070.jpg,70,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000071.jpg,71,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000072.jpg,72,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000073.jpg,73,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000074.jpg,74,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000075.jpg,75,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000076.jpg,76,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000077.jpg,77,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000078.jpg,78,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000079.jpg,79,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000080.jpg,80,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000081.jpg,81,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000082.jpg,82,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000083.jpg,83,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000084.jpg,84,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000085.jpg,85,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000086.jpg,86,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000087.jpg,87,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000088.jpg,88,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000089.jpg,89,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000090.jpg,90,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000091.jpg,91,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000092.jpg,92,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000093.jpg,93,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000094.jpg,94,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000095.jpg,95,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000096.jpg,96,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000097.jpg,97,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000098.jpg,98,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000099.jpg,99,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000100.jpg,100,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000101.jpg,101,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000102.jpg,102,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000103.jpg,103,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000104.jpg,104,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000105.jpg,105,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000106.jpg,106,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000107.jpg,107,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000108.jpg,108,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000109.jpg,109,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000110.jpg,110,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000111.jpg,111,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000112.jpg,112,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000113.jpg,113,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000114.jpg,114,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000115.jpg,115,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000116.jpg,116,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000117.jpg,117,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000118.jpg,118,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000119.jpg,119,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000120.jpg,120,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000121.jpg,121,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000122.jpg,122,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000123.jpg,123,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000124.jpg,124,0.0000,non_pain_expression
1000124840_NoPain_man_Young,frame_000125.jpg,125,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000001.jpg,1,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000002.jpg,2,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000003.jpg,3,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000004.jpg,4,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000005.jpg,5,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000006.jpg,6,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000007.jpg,7,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000008.jpg,8,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000009.jpg,9,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000010.jpg,10,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000011.jpg,11,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000012.jpg,12,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000013.jpg,13,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000014.jpg,14,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000015.jpg,15,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000016.jpg,16,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000017.jpg,17,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000018.jpg,18,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000019.jpg,19,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000020.jpg,20,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000021.jpg,21,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000022.jpg,22,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000023.jpg,23,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000024.jpg,24,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000025.jpg,25,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000026.jpg,26,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000027.jpg,27,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000028.jpg,28,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000029.jpg,29,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000030.jpg,30,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000031.jpg,31,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000032.jpg,32,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000033.jpg,33,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000034.jpg,34,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000035.jpg,35,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000036.jpg,36,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000037.jpg,37,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000038.jpg,38,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000039.jpg,39,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000040.jpg,40,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000041.jpg,41,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000042.jpg,42,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000043.jpg,43,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000044.jpg,44,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000045.jpg,45,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000046.jpg,46,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000047.jpg,47,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000048.jpg,48,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000049.jpg,49,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000050.jpg,50,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000051.jpg,51,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000052.jpg,52,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000053.jpg,53,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000054.jpg,54,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000055.jpg,55,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000056.jpg,56,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000057.jpg,57,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000058.jpg,58,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000059.jpg,59,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000060.jpg,60,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000061.jpg,61,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000062.jpg,62,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000063.jpg,63,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000064.jpg,64,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000065.jpg,65,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000066.jpg,66,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000067.jpg,67,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000068.jpg,68,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000069.jpg,69,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000070.jpg,70,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000071.jpg,71,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000072.jpg,72,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000073.jpg,73,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000074.jpg,74,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000075.jpg,75,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000076.jpg,76,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000077.jpg,77,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000078.jpg,78,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000079.jpg,79,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000080.jpg,80,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000081.jpg,81,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000082.jpg,82,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000083.jpg,83,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000084.jpg,84,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000085.jpg,85,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000086.jpg,86,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000087.jpg,87,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000088.jpg,88,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000089.jpg,89,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000090.jpg,90,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000091.jpg,91,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000092.jpg,92,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000093.jpg,93,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000094.jpg,94,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000095.jpg,95,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000096.jpg,96,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000097.jpg,97,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000098.jpg,98,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000099.jpg,99,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000100.jpg,100,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000101.jpg,101,0.0000,non_pain_expression
1000235030_NoPain_man_Young,frame_000102.jpg,102,0.0000,non_pain_expression
